supplier_reference,supplier_name,supplier_trn,supply_reference,supply_date,amount_excluding_vat,input_vat,expected_next_12m,last_verified_on
SYN-0133,Synthetic Supplier 0133 LLC,900000000000133,SYN-0133-INV-02,2025-10-25,7489.98,374.5,104904.75,2026-08-09
SYN-0133,Synthetic Supplier 0133 LLC,900000000000133,SYN-0133-INV-03,2025-12-11,7029.51,351.48,104904.75,2026-08-09
SYN-0134,Synthetic Supplier 0134 LLC,900000000000134,SYN-0134-INV-01,2026-09-16,7234.97,361.75,24706.31,2025-09-10
SYN-0134,Synthetic Supplier 0134 LLC,900000000000134,SYN-0134-INV-02,2025-11-07,7158.94,357.95,24706.31,2025-09-10
SYN-0134,Synthetic Supplier 0134 LLC,900000000000134,SYN-0134-INV-03,2025-12-24,6142.69,307.13,24706.31,2025-09-10
SYN-0134,Synthetic Supplier 0134 LLC,900000000000134,SYN-0134-INV-04,2026-02-09,6914.86,345.74,24706.31,2025-09-10
SYN-0135,Synthetic Supplier 0135 LLC,900000000000135,SYN-0135-INV-01,2025-10-04,6851.44,342.57,22981.23,
SYN-0135,Synthetic Supplier 0135 LLC,900000000000135,SYN-0135-INV-02,2025-11-20,4250.83,212.54,22981.23,
SYN-0135,Synthetic Supplier 0135 LLC,900000000000135,SYN-0135-INV-03,2026-01-06,3693.67,184.68,22981.23,
SYN-0135,Synthetic Supplier 0135 LLC,900000000000135,SYN-0135-INV-04,2026-02-22,6451.92,322.6,22981.23,
SYN-0135,Synthetic Supplier 0135 LLC,900000000000135,SYN-0135-INV-05,2026-04-10,4286.84,214.34,22981.23,
SYN-0136,Synthetic Supplier 0136 LLC,900000000000136,SYN-0136-INV-01,2025-10-17,14655.92,732.8,25087.57,2025-02-12
SYN-0136,Synthetic Supplier 0136 LLC,900000000000136,SYN-0136-INV-02,2025-12-03,13219.16,660.96,25087.57,2025-02-12
SYN-0137,Synthetic Supplier 0137 LLC,900000000000137,SYN-0137-INV-01,2025-10-30,4081.84,204.09,10925.05,2026-03-13
SYN-0137,Synthetic Supplier 0137 LLC,900000000000137,SYN-0137-INV-02,2025-12-16,4348.01,217.4,10925.05,2026-03-13
SYN-0137,Synthetic Supplier 0137 LLC,900000000000137,SYN-0137-INV-03,2026-02-01,3709.1,185.45,10925.05,2026-03-13
SYN-0138,Synthetic Supplier 0138 LLC,900000000000138,SYN-0138-INV-01,2025-11-12,3532.44,176.62,20681.32,2025-04-14
SYN-0138,Synthetic Supplier 0138 LLC,900000000000138,SYN-0138-INV-02,2025-12-29,5731.8,286.59,20681.32,2025-04-14
SYN-0138,Synthetic Supplier 0138 LLC,900000000000138,SYN-0138-INV-03,2026-02-14,7089.06,354.45,20681.32,2025-04-14
SYN-0138,Synthetic Supplier 0138 LLC,900000000000138,SYN-0138-INV-04,2026-04-02,6625.94,331.3,20681.32,2025-04-14
SYN-0139,Synthetic Supplier 0139 LLC,900000000000139,SYN-0139-INV-01,2025-11-25,3678.82,183.94,12788.65,2026-05-15
SYN-0139,Synthetic Supplier 0139 LLC,900000000000139,SYN-0139-INV-02,2026-01-11,1571.49,78.57,12788.65,2026-05-15
SYN-0139,Synthetic Supplier 0139 LLC,900000000000139,SYN-0139-INV-03,2026-02-27,3467.38,173.37,12788.65,2026-05-15
SYN-0139,Synthetic Supplier 0139 LLC,900000000000139,SYN-0139-INV-04,2026-04-15,2094.62,104.73,12788.65,2026-05-15
SYN-0139,Synthetic Supplier 0139 LLC,900000000000139,SYN-0139-INV-05,2026-06-01,3397.3,169.86,12788.65,2026-05-15
SYN-0140,Synthetic Supplier 0140 LLC,900000000000140,SYN-0140-INV-01,2025-12-08,3447,172.35,25161.16,
SYN-0140,Synthetic Supplier 0140 LLC,900000000000140,SYN-0140-INV-02,2026-01-24,2144.37,107.22,25161.16,
SYN-0141,Synthetic Supplier 0141 LLC,900000000000141,SYN-0141-INV-01,2025-12-21,4580.14,229.01,16103.15,2026-07-17
SYN-0141,Synthetic Supplier 0141 LLC,900000000000141,SYN-0141-INV-02,2026-02-06,6927.72,346.39,16103.15,2026-07-17
SYN-0141,Synthetic Supplier 0141 LLC,900000000000141,SYN-0141-INV-03,2026-03-25,6384.53,319.23,16103.15,2026-07-17
SYN-0142,Synthetic Supplier 0142 LLC,900000000000142,SYN-0142-INV-01,2026-01-03,1651.75,82.59,5695.87,2025-08-18
SYN-0142,Synthetic Supplier 0142 LLC,900000000000142,SYN-0142-INV-02,2026-02-19,1079.87,53.99,5695.87,2025-08-18
SYN-0142,Synthetic Supplier 0142 LLC,900000000000142,SYN-0142-INV-03,2026-04-07,1833.11,91.66,5695.87,2025-08-18
SYN-0142,Synthetic Supplier 0142 LLC,900000000000142,SYN-0142-INV-04,2026-05-24,1764.02,88.2,5695.87,2025-08-18
SYN-0143,Synthetic Supplier 0143 LLC,900000000000143,SYN-0143-INV-01,2026-01-16,5099.16,254.96,23835.76,2026-09-19
SYN-0143,Synthetic Supplier 0143 LLC,900000000000143,SYN-0143-INV-02,2026-03-04,5636.22,281.81,23835.76,2026-09-19
SYN-0143,Synthetic Supplier 0143 LLC,900000000000143,SYN-0143-INV-03,2026-04-20,6061.81,303.09,23835.76,2026-09-19
SYN-0143,Synthetic Supplier 0143 LLC,900000000000143,SYN-0143-INV-04,2026-06-06,5566.72,278.34,23835.76,2026-09-19
SYN-0143,Synthetic Supplier 0143 LLC,900000000000143,SYN-0143-INV-05,2026-07-23,4120.26,206.01,23835.76,2026-09-19
SYN-0144,Synthetic Supplier 0144 LLC,900000000000144,SYN-0144-INV-01,2026-01-29,9677.39,483.87,22813.2,2025-01-20
SYN-0144,Synthetic Supplier 0144 LLC,900000000000144,SYN-0144-INV-02,2026-03-17,15670.61,783.53,22813.2,2025-01-20
SYN-0145,Synthetic Supplier 0145 LLC,900000000000145,SYN-0145-INV-01,2026-02-11,6459.37,322.97,24067.55,
SYN-0145,Synthetic Supplier 0145 LLC,900000000000145,SYN-0145-INV-02,2026-03-30,10432.55,521.63,24067.55,
SYN-0145,Synthetic Supplier 0145 LLC,900000000000145,SYN-0145-INV-03,2026-05-16,9849.8,492.49,24067.55,
SYN-0146,Synthetic Supplier 0146 LLC,900000000000146,SYN-0146-INV-01,2026-02-24,3549.49,177.47,11211.54,2025-03-22
SYN-0146,Synthetic Supplier 0146 LLC,900000000000146,SYN-0146-INV-02,2026-04-12,2871.96,143.6,11211.54,2025-03-22
SYN-0146,Synthetic Supplier 0146 LLC,900000000000146,SYN-0146-INV-03,2026-05-29,2445.01,122.25,11211.54,2025-03-22
SYN-0146,Synthetic Supplier 0146 LLC,900000000000146,SYN-0146-INV-04,2026-07-15,3590.81,179.54,11211.54,2025-03-22
SYN-0147,Synthetic Supplier 0147 LLC,900000000000147,SYN-0147-INV-01,2026-03-09,5623.56,281.18,88751.48,2026-04-23
SYN-0147,Synthetic Supplier 0147 LLC,900000000000147,SYN-0147-INV-02,2026-04-25,2664.71,133.24,88751.48,2026-04-23
SYN-0147,Synthetic Supplier 0147 LLC,900000000000147,SYN-0147-INV-03,2026-06-11,2856.25,142.81,88751.48,2026-04-23
SYN-0147,Synthetic Supplier 0147 LLC,900000000000147,SYN-0147-INV-04,2026-07-28,4644.02,232.2,88751.48,2026-04-23
SYN-0147,Synthetic Supplier 0147 LLC,900000000000147,SYN-0147-INV-05,2026-09-13,3934.01,196.7,88751.48,2026-04-23
SYN-0148,Synthetic Supplier 0148 LLC,900000000000148,SYN-0148-INV-01,2026-03-22,9557.25,477.86,19011.73,2025-05-24
SYN-0148,Synthetic Supplier 0148 LLC,900000000000148,SYN-0148-INV-02,2026-05-08,11566.89,578.34,19011.73,2025-05-24
SYN-0149,Synthetic Supplier 0149 LLC,900000000000149,SYN-0149-INV-01,2026-04-04,9348.28,467.41,24566.9,2026-06-25
SYN-0149,Synthetic Supplier 0149 LLC,900000000000149,SYN-0149-INV-02,2026-05-21,8234.46,411.72,24566.9,2026-06-25
SYN-0149,Synthetic Supplier 0149 LLC,900000000000149,SYN-0149-INV-03,2026-07-07,9713.82,485.69,24566.9,2026-06-25
SYN-0150,Synthetic Supplier 0150 LLC,900000000000150,SYN-0150-INV-01,2026-04-17,2969.83,148.49,12349.16,
SYN-0150,Synthetic Supplier 0150 LLC,900000000000150,SYN-0150-INV-02,2026-06-03,4617,230.85,12349.16,
SYN-0150,Synthetic Supplier 0150 LLC,900000000000150,SYN-0150-INV-03,2026-07-20,3469.54,173.48,12349.16,
SYN-0150,Synthetic Supplier 0150 LLC,900000000000150,SYN-0150-INV-04,2026-09-05,2664.91,133.25,12349.16,
SYN-0151,Synthetic Supplier 0151 LLC,900000000000151,SYN-0151-INV-01,2026-04-30,3710.56,185.53,19787.82,2026-08-02
SYN-0151,Synthetic Supplier 0151 LLC,900000000000151,SYN-0151-INV-02,2026-06-16,4256.47,212.82,19787.82,2026-08-02
SYN-0151,Synthetic Supplier 0151 LLC,900000000000151,SYN-0151-INV-03,2026-08-02,4854.43,242.72,19787.82,2026-08-02
SYN-0151,Synthetic Supplier 0151 LLC,900000000000151,SYN-0151-INV-04,2026-09-18,5964.52,298.23,19787.82,2026-08-02
SYN-0151,Synthetic Supplier 0151 LLC,900000000000151,SYN-0151-INV-05,2025-11-09,3200.49,160.02,19787.82,2026-08-02
SYN-0152,Synthetic Supplier 0152 LLC,900000000000152,SYN-0152-INV-01,2026-05-13,4628.37,231.42,6528.6,2025-09-03
SYN-0152,Synthetic Supplier 0152 LLC,900000000000152,SYN-0152-INV-02,2026-06-29,2625.63,131.28,6528.6,2025-09-03
SYN-0153,Synthetic Supplier 0153 LLC,900000000000153,SYN-0153-INV-01,2026-05-26,6260.77,313.04,18759.37,2026-01-04
SYN-0153,Synthetic Supplier 0153 LLC,900000000000153,SYN-0153-INV-02,2026-07-12,7739.1,386.95,18759.37,2026-01-04
SYN-0153,Synthetic Supplier 0153 LLC,900000000000153,SYN-0153-INV-03,2026-08-28,6843.88,342.19,18759.37,2026-01-04
SYN-0154,Synthetic Supplier 0154 LLC,900000000000154,SYN-0154-INV-01,2026-06-08,4831.55,241.58,98647.78,2025-02-05
SYN-0154,Synthetic Supplier 0154 LLC,900000000000154,SYN-0154-INV-02,2026-07-25,5970.5,298.52,98647.78,2025-02-05
SYN-0154,Synthetic Supplier 0154 LLC,900000000000154,SYN-0154-INV-03,2026-09-10,5441.8,272.09,98647.78,2025-02-05
SYN-0154,Synthetic Supplier 0154 LLC,900000000000154,SYN-0154-INV-04,2025-11-01,5677.88,283.89,98647.78,2025-02-05
SYN-0155,Synthetic Supplier 0155 LLC,900000000000155,SYN-0155-INV-01,2026-06-21,3728.93,186.45,15717.89,
SYN-0155,Synthetic Supplier 0155 LLC,900000000000155,SYN-0155-INV-02,2026-08-07,2529.25,126.46,15717.89,
SYN-0155,Synthetic Supplier 0155 LLC,900000000000155,SYN-0155-INV-03,2026-09-23,4775.9,238.79,15717.89,
SYN-0155,Synthetic Supplier 0155 LLC,900000000000155,SYN-0155-INV-04,2025-11-14,2288.75,114.44,15717.89,
SYN-0155,Synthetic Supplier 0155 LLC,900000000000155,SYN-0155-INV-05,2025-12-31,4141.49,207.07,15717.89,
SYN-0156,Synthetic Supplier 0156 LLC,900000000000156,SYN-0156-INV-01,2026-07-04,13197.98,659.9,19513.57,2025-04-07
SYN-0156,Synthetic Supplier 0156 LLC,900000000000156,SYN-0156-INV-02,2026-08-20,8483.76,424.19,19513.57,2025-04-07
SYN-0157,Synthetic Supplier 0157 LLC,900000000000157,SYN-0157-INV-01,2026-07-17,5780.83,289.04,19754.06,2026-05-08
SYN-0157,Synthetic Supplier 0157 LLC,900000000000157,SYN-0157-INV-02,2026-09-02,7119.26,355.96,19754.06,2026-05-08
SYN-0157,Synthetic Supplier 0157 LLC,900000000000157,SYN-0157-INV-03,2025-10-24,9048.86,452.44,19754.06,2026-05-08
SYN-0158,Synthetic Supplier 0158 LLC,900000000000158,SYN-0158-INV-01,2026-07-30,6470.94,323.55,24863.37,2025-06-09
SYN-0158,Synthetic Supplier 0158 LLC,900000000000158,SYN-0158-INV-02,2026-09-15,8888.46,444.42,24863.37,2025-06-09
SYN-0158,Synthetic Supplier 0158 LLC,900000000000158,SYN-0158-INV-03,2025-11-06,8056.48,402.82,24863.37,2025-06-09
SYN-0158,Synthetic Supplier 0158 LLC,900000000000158,SYN-0158-INV-04,2025-12-23,4210.09,210.5,24863.37,2025-06-09
SYN-0159,Synthetic Supplier 0159 LLC,900000000000159,SYN-0159-INV-01,2026-08-12,1099.18,54.96,4847.85,2026-07-10
SYN-0159,Synthetic Supplier 0159 LLC,900000000000159,SYN-0159-INV-02,2025-10-03,1342.77,67.14,4847.85,2026-07-10
SYN-0159,Synthetic Supplier 0159 LLC,900000000000159,SYN-0159-INV-03,2025-11-19,1270.09,63.5,4847.85,2026-07-10
SYN-0159,Synthetic Supplier 0159 LLC,900000000000159,SYN-0159-INV-04,2026-01-05,751.15,37.56,4847.85,2026-07-10
SYN-0159,Synthetic Supplier 0159 LLC,900000000000159,SYN-0159-INV-05,2026-02-21,923.31,46.17,4847.85,2026-07-10
SYN-0160,Synthetic Supplier 0160 LLC,900000000000160,SYN-0160-INV-01,2026-08-25,12771.71,638.59,22816.86,
SYN-0160,Synthetic Supplier 0160 LLC,900000000000160,SYN-0160-INV-02,2025-10-16,12580.36,629.02,22816.86,
SYN-0161,Synthetic Supplier 0161 LLC,900000000000161,SYN-0161-INV-01,2026-09-07,1354.12,67.71,29039.01,2026-09-12
SYN-0161,Synthetic Supplier 0161 LLC,900000000000161,SYN-0161-INV-02,2025-10-29,2669.19,133.46,29039.01,2026-09-12
SYN-0161,Synthetic Supplier 0161 LLC,900000000000161,SYN-0161-INV-03,2025-12-15,2429.8,121.49,29039.01,2026-09-12
SYN-0162,Synthetic Supplier 0162 LLC,900000000000162,SYN-0162-INV-01,2026-09-20,2555.07,127.75,14765.59,2025-01-13
SYN-0162,Synthetic Supplier 0162 LLC,900000000000162,SYN-0162-INV-02,2025-11-11,4398.73,219.94,14765.59,2025-01-13
SYN-0162,Synthetic Supplier 0162 LLC,900000000000162,SYN-0162-INV-03,2025-12-28,5120.56,256.03,14765.59,2025-01-13
SYN-0162,Synthetic Supplier 0162 LLC,900000000000162,SYN-0162-INV-04,2026-02-13,4331.84,216.59,14765.59,2025-01-13
SYN-0163,Synthetic Supplier 0163 LLC,900000000000163,SYN-0163-INV-01,2025-10-08,3000.97,150.05,11622.85,2026-02-14
SYN-0163,Synthetic Supplier 0163 LLC,900000000000163,SYN-0163-INV-02,2025-11-24,2251.47,112.57,11622.85,2026-02-14
SYN-0163,Synthetic Supplier 0163 LLC,900000000000163,SYN-0163-INV-03,2026-01-10,2995.75,149.79,11622.85,2026-02-14
SYN-0163,Synthetic Supplier 0163 LLC,900000000000163,SYN-0163-INV-04,2026-02-26,2797.54,139.88,11622.85,2026-02-14
SYN-0163,Synthetic Supplier 0163 LLC,900000000000163,SYN-0163-INV-05,2026-04-14,1868.55,93.43,11622.85,2026-02-14
SYN-0164,Synthetic Supplier 0164 LLC,900000000000164,SYN-0164-INV-01,2025-10-21,7356.09,367.8,13848.94,2025-03-15
SYN-0164,Synthetic Supplier 0164 LLC,900000000000164,SYN-0164-INV-02,2025-12-07,8031.62,401.58,13848.94,2025-03-15
SYN-0165,Synthetic Supplier 0165 LLC,900000000000165,SYN-0165-INV-01,2025-11-03,3512.7,175.64,7575.72,
SYN-0165,Synthetic Supplier 0165 LLC,900000000000165,SYN-0165-INV-02,2025-12-20,2420.75,121.04,7575.72,
SYN-0165,Synthetic Supplier 0165 LLC,900000000000165,SYN-0165-INV-03,2026-02-05,2484.02,124.2,7575.72,
SYN-0166,Synthetic Supplier 0166 LLC,900000000000166,SYN-0166-INV-01,2025-11-16,2533.94,126.7,13979.15,2025-05-17
SYN-0166,Synthetic Supplier 0166 LLC,900000000000166,SYN-0166-INV-02,2026-01-02,3948.67,197.43,13979.15,2025-05-17
SYN-0166,Synthetic Supplier 0166 LLC,900000000000166,SYN-0166-INV-03,2026-02-18,4708.62,235.43,13979.15,2025-05-17
SYN-0166,Synthetic Supplier 0166 LLC,900000000000166,SYN-0166-INV-04,2026-04-06,4341.15,217.06,13979.15,2025-05-17
SYN-0167,Synthetic Supplier 0167 LLC,900000000000167,SYN-0167-INV-01,2025-11-29,4838.88,241.94,17139.67,2026-06-18
SYN-0167,Synthetic Supplier 0167 LLC,900000000000167,SYN-0167-INV-02,2026-01-15,3308.63,165.43,17139.67,2026-06-18
SYN-0167,Synthetic Supplier 0167 LLC,900000000000167,SYN-0167-INV-03,2026-03-03,3837.81,191.89,17139.67,2026-06-18
SYN-0167,Synthetic Supplier 0167 LLC,900000000000167,SYN-0167-INV-04,2026-04-19,4911.74,245.59,17139.67,2026-06-18
SYN-0167,Synthetic Supplier 0167 LLC,900000000000167,SYN-0167-INV-05,2026-06-05,2147.02,107.35,17139.67,2026-06-18
SYN-0168,Synthetic Supplier 0168 LLC,900000000000168,SYN-0168-INV-01,2025-12-12,11033.32,551.67,91451.54,2025-07-19
SYN-0168,Synthetic Supplier 0168 LLC,900000000000168,SYN-0168-INV-02,2026-01-28,9289.25,464.46,91451.54,2025-07-19
SYN-0169,Synthetic Supplier 0169 LLC,900000000000169,SYN-0169-INV-01,2025-12-25,8453.75,422.69,22978.7,2026-08-20
SYN-0169,Synthetic Supplier 0169 LLC,900000000000169,SYN-0169-INV-02,2026-02-10,9167.8,458.39,22978.7,2026-08-20
SYN-0169,Synthetic Supplier 0169 LLC,900000000000169,SYN-0169-INV-03,2026-03-29,7910.34,395.52,22978.7,2026-08-20
SYN-0170,Synthetic Supplier 0170 LLC,900000000000170,SYN-0170-INV-01,2026-01-07,5439.52,271.98,24294.11,
SYN-0170,Synthetic Supplier 0170 LLC,900000000000170,SYN-0170-INV-02,2026-02-23,6922.65,346.13,24294.11,
SYN-0170,Synthetic Supplier 0170 LLC,900000000000170,SYN-0170-INV-03,2026-04-11,5641.47,282.07,24294.11,
SYN-0170,Synthetic Supplier 0170 LLC,900000000000170,SYN-0170-INV-04,2026-05-28,8989.82,449.49,24294.11,
SYN-0171,Synthetic Supplier 0171 LLC,900000000000171,SYN-0171-INV-01,2026-01-20,4660.87,233.04,21430.39,2026-01-22
SYN-0171,Synthetic Supplier 0171 LLC,900000000000171,SYN-0171-INV-02,2026-03-08,6040.66,302.03,21430.39,2026-01-22
SYN-0171,Synthetic Supplier 0171 LLC,900000000000171,SYN-0171-INV-03,2026-04-24,2683.04,134.15,21430.39,2026-01-22
SYN-0171,Synthetic Supplier 0171 LLC,900000000000171,SYN-0171-INV-04,2026-06-10,4491.98,224.6,21430.39,2026-01-22
SYN-0171,Synthetic Supplier 0171 LLC,900000000000171,SYN-0171-INV-05,2026-07-27,5934.98,296.75,21430.39,2026-01-22
SYN-0172,Synthetic Supplier 0172 LLC,900000000000172,SYN-0172-INV-01,2026-02-02,6740.2,337.01,17517.14,2025-02-23
SYN-0172,Synthetic Supplier 0172 LLC,900000000000172,SYN-0172-INV-02,2026-03-21,12723.29,636.16,17517.14,2025-02-23
SYN-0173,Synthetic Supplier 0173 LLC,900000000000173,SYN-0173-INV-01,2026-02-15,7513.11,375.66,19259.55,2026-03-24
SYN-0173,Synthetic Supplier 0173 LLC,900000000000173,SYN-0173-INV-02,2026-04-03,7153.98,357.7,19259.55,2026-03-24
SYN-0173,Synthetic Supplier 0173 LLC,900000000000173,SYN-0173-INV-03,2026-05-20,6732.42,336.62,19259.55,2026-03-24
SYN-0174,Synthetic Supplier 0174 LLC,900000000000174,SYN-0174-INV-01,2026-02-28,8198.32,409.92,20695.26,2025-04-25
SYN-0174,Synthetic Supplier 0174 LLC,900000000000174,SYN-0174-INV-02,2026-04-16,6002.86,300.14,20695.26,2025-04-25
SYN-0174,Synthetic Supplier 0174 LLC,900000000000174,SYN-0174-INV-03,2026-06-02,4051.22,202.56,20695.26,2025-04-25
SYN-0174,Synthetic Supplier 0174 LLC,900000000000174,SYN-0174-INV-04,2026-07-19,4742.34,237.12,20695.26,2025-04-25
SYN-0175,Synthetic Supplier 0175 LLC,900000000000175,SYN-0175-INV-01,2026-03-13,4230.96,211.55,83291.02,
SYN-0175,Synthetic Supplier 0175 LLC,900000000000175,SYN-0175-INV-02,2026-04-29,4400.04,220,83291.02,
SYN-0175,Synthetic Supplier 0175 LLC,900000000000175,SYN-0175-INV-03,2026-06-15,4040.1,202,83291.02,
SYN-0175,Synthetic Supplier 0175 LLC,900000000000175,SYN-0175-INV-04,2026-08-01,2393.6,119.68,83291.02,
SYN-0175,Synthetic Supplier 0175 LLC,900000000000175,SYN-0175-INV-05,2026-09-17,3444.41,172.22,83291.02,
SYN-0176,Synthetic Supplier 0176 LLC,900000000000176,SYN-0176-INV-01,2026-03-26,3935.18,196.76,8051.77,2025-06-02
SYN-0176,Synthetic Supplier 0176 LLC,900000000000176,SYN-0176-INV-02,2026-05-12,5011.23,250.56,8051.77,2025-06-02
SYN-0177,Synthetic Supplier 0177 LLC,900000000000177,SYN-0177-INV-01,2026-04-08,7756.47,387.82,23802.08,2026-07-03
SYN-0177,Synthetic Supplier 0177 LLC,900000000000177,SYN-0177-INV-02,2026-05-25,6826.03,341.3,23802.08,2026-07-03
SYN-0177,Synthetic Supplier 0177 LLC,900000000000177,SYN-0177-INV-03,2026-07-11,11864.25,593.21,23802.08,2026-07-03
SYN-0178,Synthetic Supplier 0178 LLC,900000000000178,SYN-0178-INV-01,2026-04-21,1330.39,66.52,7010.57,2025-08-04
SYN-0178,Synthetic Supplier 0178 LLC,900000000000178,SYN-0178-INV-02,2026-06-07,2571.22,128.56,7010.57,2025-08-04
SYN-0178,Synthetic Supplier 0178 LLC,900000000000178,SYN-0178-INV-03,2026-07-24,2384.46,119.22,7010.57,2025-08-04
SYN-0178,Synthetic Supplier 0178 LLC,900000000000178,SYN-0178-INV-04,2026-09-09,1503.44,75.17,7010.57,2025-08-04
SYN-0179,Synthetic Supplier 0179 LLC,900000000000179,SYN-0179-INV-01,2026-05-04,1326.78,66.34,5173.38,2026-09-05
SYN-0179,Synthetic Supplier 0179 LLC,900000000000179,SYN-0179-INV-02,2026-06-20,1038.82,51.94,5173.38,2026-09-05
SYN-0179,Synthetic Supplier 0179 LLC,900000000000179,SYN-0179-INV-03,2026-08-06,1173.71,58.69,5173.38,2026-09-05
SYN-0179,Synthetic Supplier 0179 LLC,900000000000179,SYN-0179-INV-04,2026-09-22,1052.02,52.6,5173.38,2026-09-05
SYN-0179,Synthetic Supplier 0179 LLC,900000000000179,SYN-0179-INV-05,2025-11-13,1156.87,57.84,5173.38,2026-09-05
SYN-0180,Synthetic Supplier 0180 LLC,900000000000180,SYN-0180-INV-01,2026-05-17,11336.09,566.8,21358.58,
SYN-0180,Synthetic Supplier 0180 LLC,900000000000180,SYN-0180-INV-02,2026-07-03,12395.67,619.78,21358.58,
SYN-0181,Synthetic Supplier 0181 LLC,900000000000181,SYN-0181-INV-01,2026-05-30,6233.91,311.7,13033.09,2026-02-07
SYN-0181,Synthetic Supplier 0181 LLC,900000000000181,SYN-0181-INV-02,2026-07-16,4173.24,208.66,13033.09,2026-02-07
SYN-0181,Synthetic Supplier 0181 LLC,900000000000181,SYN-0181-INV-03,2026-09-01,4074.06,203.7,13033.09,2026-02-07
SYN-0182,Synthetic Supplier 0182 LLC,900000000000182,SYN-0182-INV-01,2026-06-12,5548.76,277.44,118583.77,2025-03-08
SYN-0182,Synthetic Supplier 0182 LLC,900000000000182,SYN-0182-INV-02,2026-07-29,5274.64,263.73,118583.77,2025-03-08
SYN-0182,Synthetic Supplier 0182 LLC,900000000000182,SYN-0182-INV-03,2026-09-14,5572.05,278.6,118583.77,2025-03-08
SYN-0182,Synthetic Supplier 0182 LLC,900000000000182,SYN-0182-INV-04,2025-11-05,9956.5,497.82,118583.77,2025-03-08
SYN-0183,Synthetic Supplier 0183 LLC,900000000000183,SYN-0183-INV-01,2026-06-25,4881.43,244.07,23851.53,2026-04-09
SYN-0183,Synthetic Supplier 0183 LLC,900000000000183,SYN-0183-INV-02,2026-08-11,3521.01,176.05,23851.53,2026-04-09
SYN-0183,Synthetic Supplier 0183 LLC,900000000000183,SYN-0183-INV-03,2025-10-02,7527.36,376.37,23851.53,2026-04-09
SYN-0183,Synthetic Supplier 0183 LLC,900000000000183,SYN-0183-INV-04,2025-11-18,4956.06,247.8,23851.53,2026-04-09
SYN-0183,Synthetic Supplier 0183 LLC,900000000000183,SYN-0183-INV-05,2026-01-04,5615.84,280.79,23851.53,2026-04-09
SYN-0184,Synthetic Supplier 0184 LLC,900000000000184,SYN-0184-INV-01,2026-07-08,6948,347.4,15436.3,2025-05-10
SYN-0184,Synthetic Supplier 0184 LLC,900000000000184,SYN-0184-INV-02,2026-08-24,10203.45,510.17,15436.3,2025-05-10
SYN-0185,Synthetic Supplier 0185 LLC,900000000000185,SYN-0185-INV-01,2026-07-21,6699.51,334.98,20367.59,
SYN-0185,Synthetic Supplier 0185 LLC,900000000000185,SYN-0185-INV-02,2026-09-06,8417.52,420.88,20367.59,
SYN-0185,Synthetic Supplier 0185 LLC,900000000000185,SYN-0185-INV-03,2025-10-28,7513.64,375.68,20367.59,
SYN-0186,Synthetic Supplier 0186 LLC,900000000000186,SYN-0186-INV-01,2026-08-03,5642.7,282.14,21135.4,2025-07-12
SYN-0186,Synthetic Supplier 0186 LLC,900000000000186,SYN-0186-INV-02,2026-09-19,5221.17,261.06,21135.4,2025-07-12
SYN-0186,Synthetic Supplier 0186 LLC,900000000000186,SYN-0186-INV-03,2025-11-10,6537.59,326.88,21135.4,2025-07-12
SYN-0186,Synthetic Supplier 0186 LLC,900000000000186,SYN-0186-INV-04,2025-12-27,6082.32,304.12,21135.4,2025-07-12
SYN-0187,Synthetic Supplier 0187 LLC,900000000000187,SYN-0187-INV-01,2026-08-16,3702.05,185.1,16429.33,2026-08-13
SYN-0187,Synthetic Supplier 0187 LLC,900000000000187,SYN-0187-INV-02,2025-10-07,3298.56,164.93,16429.33,2026-08-13
SYN-0187,Synthetic Supplier 0187 LLC,900000000000187,SYN-0187-INV-03,2025-11-23,3032.62,151.63,16429.33,2026-08-13
SYN-0187,Synthetic Supplier 0187 LLC,900000000000187,SYN-0187-INV-04,2026-01-09,3536.64,176.83,16429.33,2026-08-13
SYN-0187,Synthetic Supplier 0187 LLC,900000000000187,SYN-0187-INV-05,2026-02-25,4684.94,234.25,16429.33,2026-08-13
SYN-0188,Synthetic Supplier 0188 LLC,900000000000188,SYN-0188-INV-01,2026-08-29,6077.99,303.9,8257.16,2025-09-14
SYN-0188,Synthetic Supplier 0188 LLC,900000000000188,SYN-0188-INV-02,2025-10-20,3096.63,154.83,8257.16,2025-09-14
SYN-0189,Synthetic Supplier 0189 LLC,900000000000189,SYN-0189-INV-01,2026-09-11,7762.23,388.11,99203.53,2026-01-15
SYN-0189,Synthetic Supplier 0189 LLC,900000000000189,SYN-0189-INV-02,2025-11-02,4668.18,233.41,99203.53,2026-01-15
SYN-0189,Synthetic Supplier 0189 LLC,900000000000189,SYN-0189-INV-03,2025-12-19,9614.81,480.74,99203.53,2026-01-15
SYN-0190,Synthetic Supplier 0190 LLC,900000000000190,SYN-0190-INV-01,2026-09-24,6874.3,343.71,21574.23,
SYN-0190,Synthetic Supplier 0190 LLC,900000000000190,SYN-0190-INV-02,2025-11-15,6193.4,309.67,21574.23,
SYN-0190,Synthetic Supplier 0190 LLC,900000000000190,SYN-0190-INV-03,2026-01-01,5876.04,293.8,21574.23,
SYN-0190,Synthetic Supplier 0190 LLC,900000000000190,SYN-0190-INV-04,2026-02-17,5027.63,251.38,21574.23,
